machine_id,start,end
5f3befb390f1570001102a12,2020/11/05/05,2020/12/21/05
5f54eaead8ef2c0001830877,2020/11/05/09,2020/12/21/09
5ee63a9afa8c060001516121,2020/11/05/10,2020/12/21/10
5f3df7fb0f89b60001ec6798,2020/11/05/23,2020/12/21/23
5f54ef597546020001759cf5,2020/11/10/04,2020/12/26/04
5e5d12aec7847d0001bcc7a5,2020/11/15/01,2020/12/31/01
5e5fa385c7847d0001be27d7,2020/11/14/13,2020/12/30/13
5ec43797abe32f00012338a2,2020/11/06/18,2020/12/22/18
5f16b0acab44ba000132d502,2020/11/11/18,2020/12/27/18
5ec4565ac63d77000131ce12,2020/11/07/08,2020/12/23/08
5f16b768ab44ba000132da80,2020/11/12/12,2020/12/28/12
5c2105a3fc88f80001c73a3d,2020/11/07/18,2020/12/23/18
5d74f841652ea700015de501,2020/11/07/20,2020/12/23/20
5ccb2b2c16075400015ba993,2020/11/15/05,2020/12/31/05
5d9dfa2c09f1b9000120230f,2020/11/08/10,2020/12/24/10
594be101861cd200010006ba,2020/11/08/20,2020/12/24/20
5e5d1284c7847d0001bcc77a,2020/11/09/08,2020/12/25/08
5c13bc5905fde70001e0676c,2020/11/09/11,2020/12/25/11
5f54ea4d754602000175991c,2020/11/09/10,2020/12/25/10
5f871b82789ec300012555e7,2020/11/09/16,2020/12/25/16
5f871b82789ec300012555d7,2020/11/09/18,2020/12/25/18
5f16afc4ecca5100012db6d4,2020/11/10/00,2020/12/26/00
5f54eab8d8ef2c000183085b,2020/11/10/04,2020/12/26/04
5f6b5cc433c68800014f4234,2020/11/11/06,2020/12/27/06
5f3df7fb0f89b60001ec6797,2020/11/11/14,2020/12/27/14
5edac98894e34e0001245853,2020/11/12/15,2020/12/28/15
5f371d244ea4c300017dcb5d,2020/11/12/13,2020/12/28/13
5d6542aaf6c19b000138bfa9,2020/11/12/18,2020/12/28/18
5f54eaac75460200017599dd,2020/11/13/00,2020/12/29/00
5f54dd497546020001758bf5,2020/11/13/01,2020/12/29/01
5f32ed4bbff9a500010562a7,2020/11/13/08,2020/12/29/08
5ba2b255c04bf50001e96cf2,2020/11/14/01,2020/12/30/01
5f763562b89f210001d7a640,2020/11/14/01,2020/12/30/01
5f54f1c27546020001759e17,2020/11/14/06,2020/12/30/06
5f27962386c85b00016a4c08,2020/11/14/21,2020/12/30/21
5c473d0ba81e6a000161f0bf,2020/11/15/05,2020/12/31/05
5e5fa3aa3ce9c60001334e61,2020/11/15/13,2020/12/31/13
5c9a0e05269fde0001a0c836,2021/05/21/07,2021/07/06/07
604a3690e3b1d70001558a0a,2021/12/04/01,2022/01/19/01
5de81c5c49164a0001f76efe,2022/01/17/14,2022/03/04/14
5de6bede3722310001d39a26,2021/12/02/21,2022/01/17/21
5f5a6b79113dfa0001ff2f79,2022/02/11/02,2022/03/29/02
5ef648bbb987aa0001145734,2021/11/22/18,2022/01/07/18
5facfac9e347b700012f58aa,2022/01/16/12,2022/03/03/12
604ee7e7160d530001f04334,2022/01/30/06,2022/03/17/06
5fd2e84a63c9b60001bb756e,2022/01/05/04,2022/02/20/04
5f6e4111a6ccb60001ad8901,2022/02/08/18,2022/03/26/18
5f16c266ecca5100012dc870,2021/11/28/16,2022/01/13/16
5eb5ab17a9a5660001b3c44f,2022/01/26/01,2022/03/13/01
5edac818d624f40001c0121b,2021/12/12/21,2022/01/27/21
5f57b56f2a08ae0001f9ac61,2021/11/22/07,2022/01/07/07
5fc6b576689918000149eac4,2021/12/27/22,2022/02/11/22
5d8721b69250ae0001127dab,2021/12/23/16,2022/02/07/16
5f24572586c85b0001677eb8,2021/12/19/01,2022/02/03/01
5b9001bc7772b400012a38ad,2021/12/12/08,2022/01/27/08
5df7ee3d49c7000001e95e1e,2022/02/08/21,2022/03/26/21
5f32ed4bbff9a500010562a7,2021/12/05/17,2022/01/20/17
5ee3c8236480f20001d03e23,2022/02/05/15,2022/03/23/15
5fa97451e347b700012a881a,2022/01/04/05,2022/02/19/05
5ef647cbb987aa00011456d6,2022/02/05/00,2022/03/23/00
5f6f6206bc7eda0001fc8202,2021/12/15/14,2022/01/30/14
600f3fcaee000100011443c2,2021/11/19/00,2022/01/04/00
5f871b82789ec300012555d7,2021/11/30/17,2022/01/15/17
5fd2e84a63c9b60001bb7573,2021/12/05/17,2022/01/20/17
5fcf9ffc235b110001ecb6b8,2022/01/27/15,2022/03/14/15
5f4b56c0008c8a00010a9863,2021/12/21/05,2022/02/05/05
59a97844e443cd000100097d,2022/02/07/20,2022/03/25/20
5f21901186c85b0001650425,2022/01/11/20,2022/02/26/20
5eeb837aaf6ac10001974ff0,2021/12/26/15,2022/02/10/15
5e8f4618fdcbe5000104900b,2022/02/11/00,2022/03/29/00
5de6ebc53722310001d3add4,2021/12/16/17,2022/01/31/17
5f3295774600950001f7940c,2021/11/25/23,2022/01/10/23
5eeb48783b3ff200012a6315,2021/12/01/20,2022/01/16/20
5f0ad4e9185d790001b32b33,2021/11/30/09,2022/01/15/09
5f54fff0754602000175aa3d,2022/01/19/11,2022/03/06/11
60489620c745c90001794a06,2021/12/06/03,2022/01/21/03
5ef8e909d1fefe0001f47b52,2021/11/19/12,2022/01/04/12
5e39ec20e749310001ee2838,2021/12/12/17,2022/01/27/17
5fa2bcf4ed7e450001ed0cbb,2021/12/19/20,2022/02/03/20
5fce7a059b367f0001fd1bba,2022/01/25/19,2022/03/12/19
60640d1f26bbc20001e3c0d9,2022/01/22/09,2022/03/09/09
5e5d13bdc7847d0001bcc88d,2022/02/09/11,2022/03/27/11
5ea358faabc79c0001d31e68,2021/12/14/19,2022/01/29/19
5fa97dabe347b700012a8fa7,2021/12/21/12,2022/02/05/12
6036c140a6cd500001e13e77,2022/01/14/05,2022/03/01/05
5f13fa0cab44ba0001306771,2022/01/30/14,2022/03/17/14
5aec69ac894afe00010168b6,2022/02/03/03,2022/03/21/03
5a95741d402ff00001001733,2022/01/01/01,2022/02/16/01
5c429462a81e6a000160c1fa,2022/01/24/13,2022/03/11/13
5dd4537bbaeff20001449931,2022/01/31/18,2022/03/18/18
5ba28d544166b60001dc3030,2022/01/30/17,2022/03/17/17
5c9a0e33c0909800015123a6,2022/02/08/23,2022/03/26/23
6010404bdb982b0001fdafe3,2022/01/05/17,2022/02/20/17
5f875052789ec30001259461,2021/11/22/10,2022/01/07/10
5ea3617dc220330001f7227e,2021/12/17/22,2022/02/01/22
5f0e083e185d790001b680d0,2021/11/19/01,2022/01/04/01
5d8729fd362a9e000103d722,2022/02/12/12,2022/03/30/12
5ee3d3414eec8a00016b8e6c,2021/12/04/01,2022/01/19/01
5c4279ac43d3e1000164ac83,2022/02/13/11,2022/03/31/11
5eeb5e623b3ff200012a703a,2021/11/24/00,2022/01/09/00
5d74f4ef550b33000173c798,2022/01/11/01,2022/02/26/01
5db0755dc17f7d00013efdd7,2022/02/07/03,2022/03/25/03
5fad1148e347b700012f7619,2022/01/14/23,2022/03/01/23
5f17465438d5f80001ca0ef9,2022/02/06/19,2022/03/24/19
60621b0a4ab55900019bad19,2022/02/08/18,2022/03/26/18
5ccb2b2c16075400015ba987,2022/02/03/17,2022/03/21/17
5fda24e52143de0001c94b08,2021/12/19/14,2022/02/03/14
6010404bdb982b0001fdafed,2022/02/02/13,2022/03/20/13
5f4929fc008c8a0001897bb9,2021/12/08/13,2022/01/23/13
5de6bf1c3722310001d39a29,2021/12/02/01,2022/01/17/01
5e66a89b61185a0001dddf2d,2021/12/11/22,2022/01/26/22
5ea361e0c220330001f72284,2022/02/01/17,2022/03/19/17
5fa3193eed7e450001ed89b7,2021/11/30/01,2022/01/15/01
5f6e4111a6ccb60001ad88e2,2021/12/02/01,2022/01/17/01
5f16b5f7ab44ba000132d93a,2022/01/01/14,2022/02/16/14
5eeb6bc3ac230e0001279ac4,2022/02/01/22,2022/03/19/22
5f54efa07546020001759d17,2021/12/30/14,2022/02/14/14
5e4d5f21e788ce0001162817,2021/12/18/06,2022/02/02/06
5f18014738d5f80001cabdf7,2022/01/29/13,2022/03/16/13
5b2aac84cfd1f40001f28f97,2021/12/27/17,2022/02/11/17
5d3e87d9d124960001c18a04,2022/01/09/04,2022/02/24/04
5f4fdbe88597160001fa73ff,2021/12/30/07,2022/02/14/07
5f316d1a4600950001f672e6,2021/12/28/18,2022/02/12/18
5c51f8c71485df00019a5aa5,2022/01/15/06,2022/03/02/06
5f16ae6bab44ba000132d3b7,2022/02/11/01,2022/03/29/01
5d3082c3659bd20001eb562e,2021/12/11/05,2022/01/26/05
5ec427faabe32f0001233124,2022/02/05/02,2022/03/23/02
5f05fdc4c232080001ccf700,2022/01/27/16,2022/03/14/16
5fc852d76899180001913326,2022/02/12/07,2022/03/30/07
5c8a9aeee535020001593709,2021/11/29/13,2022/01/14/13
5f0563dac232080001cc9700,2022/01/04/16,2022/02/19/16
5ee3caec4eec8a00016b87d1,2022/01/24/08,2022/03/11/08
5c99fc2f269fde0001a0c338,2022/01/13/21,2022/02/28/21
5ccb2b2c16075400015ba991,2021/12/20/07,2022/02/04/07
5d6552eef6c19b000138c5b9,2022/02/10/21,2022/03/28/21
5f16c029ecca5100012dc779,2022/02/12/23,2022/03/30/23
5ee3cae44eec8a00016b87cd,2022/01/23/14,2022/03/10/14
5f16d414ecca5100012dd903,2021/11/22/15,2022/01/07/15
5e2e2b149a00c500011cd760,2022/02/04/22,2022/03/22/22
5fa01fd9ce12ea000116721d,2021/12/29/04,2022/02/13/04
5f0aefec185d790001b348d6,2021/12/10/03,2022/01/25/03
5f9ff829cddefa000153949d,2022/01/10/03,2022/02/25/03
5c193e9a05fde70001e19f79,2022/01/30/06,2022/03/17/06
5c192eed05fde70001e19c65,2022/02/11/09,2022/03/29/09
5db123c8d43c4a0001a972b4,2021/12/20/16,2022/02/04/16
5ec433ffc63d77000131bca3,2021/12/26/18,2022/02/10/18
5f16a865ecca5100012dad2c,2022/01/10/14,2022/02/25/14
5fdf10a286e8ea000104d1ec,2021/12/04/10,2022/01/19/10
5f0d7df2f8e2e00001e2de66,2021/12/20/07,2022/02/04/07
5e66b0ca4d8118000106ace9,2022/01/20/04,2022/03/07/04
5c1d1d5bfc88f80001c62c6f,2022/01/02/00,2022/02/17/00
5f2d4973637bde0001cf4b21,2021/12/17/23,2022/02/01/23
5f6de3442eb7700001471856,2022/02/02/02,2022/03/20/02
605a0a391b7b4a000199bd5c,2021/12/12/03,2022/01/27/03
5e2e275a9a00c500011cd490,2022/01/22/09,2022/03/09/09
5e5d1157c7847d0001bcc74b,2022/01/15/22,2022/03/02/22
602559279ada660001b8c8af,2022/01/15/13,2022/03/02/13
5fc6b576689918000149eaf2,2021/11/22/11,2022/01/07/11
5c44c02643d3e10001653e89,2021/12/07/15,2022/01/22/15
5f871b82789ec300012555ea,2021/12/26/02,2022/02/10/02
604a3690e3b1d700015589f4,2021/12/26/20,2022/02/10/20
5ae1721aa6682000014caa84,2021/12/25/15,2022/02/09/15
5fa9856be347b700012a9d60,2022/01/17/14,2022/03/04/14
5db0755dc17f7d00013efdd7,2022/02/08/05,2022/03/26/05
5e2e27dd9a00c500011cd4c2,2022/01/28/10,2022/03/15/10
5aced961b73a58000103c5b5,2021/12/16/08,2022/01/31/08
5eb0d9fe79e3a30001bafc3d,2022/02/07/14,2022/03/25/14
5b8ff37b7772b400012a36b2,2022/01/16/05,2022/03/03/05
6041230f395955000138dbdd,2022/02/09/06,2022/03/27/06
5ec043518aede1000190a7cf,2022/02/08/16,2022/03/26/16
5cee9f51ee3cdc000175bae8,2021/11/19/22,2022/01/04/22
5f763562b89f210001d7a644,2022/01/04/00,2022/02/19/00
5f13fb02ecca5100012b4071,2021/11/20/06,2022/01/05/06
5fa2c386ed7e450001ed14d1,2021/11/28/20,2022/01/13/20
5fa01fd9ce12ea000116722d,2021/12/17/17,2022/02/01/17
5ec427faabe32f0001233124,2022/01/26/23,2022/03/13/23
5c7d6ec50851b700014e6f7d,2021/11/18/20,2022/01/03/20
5f6f6206bc7eda0001fc8200,2022/02/12/19,2022/03/30/19
5fad133be347b700012f7bb5,2021/12/20/05,2022/02/04/05
5cd7f1071607540001609680,2022/01/14/06,2022/03/01/06
5f3bfc0790f1570001103714,2021/12/06/14,2022/01/21/14
5e556376fe60580001c54f8f,2022/01/02/20,2022/02/17/20
5f763562b89f210001d7a633,2022/01/19/01,2022/03/06/01
5f16b8d9ecca5100012dbeed,2022/01/23/01,2022/03/10/01
5ddbf1f9a1a1de0001bfda66,2021/11/24/09,2022/01/09/09
5de6c5de8afe100001027ddf,2022/01/02/10,2022/02/17/10
5e2e28c28d6c4800011f812c,2021/12/23/01,2022/02/07/01
5d6542a0f6c19b000138bf9a,2022/02/12/16,2022/03/30/16
5fd8655363c9b60001c3dc9b,2022/01/28/20,2022/03/15/20
5f13ffefecca5100012b43bd,2021/12/02/02,2022/01/17/02
5f0d8223185d790001b5f21c,2021/11/22/00,2022/01/07/00
60896c32b2f960000168aa67,2022/02/04/02,2022/03/22/02
5de37438a1a1de0001c3a9ee,2022/02/09/13,2022/03/27/13
5f140142ab44ba0001306e4d,2022/01/13/08,2022/02/28/08
5ee641896d0b11000196c180,2021/11/18/05,2022/01/03/05
5ff8d1f0edabfd0001107702,2021/11/17/19,2022/01/02/19
5b29616fcfd1f40001f274f7,2022/01/31/06,2022/03/18/06
5f16b138ab44ba000132d629,2021/12/09/06,2022/01/24/06
5f57b56e2a08ae0001f9ac42,2022/02/01/08,2022/03/19/08
5ff8d1f1edabfd0001107743,2021/12/19/02,2022/02/03/02
5f3df7fb0f89b60001ec679d,2022/01/25/01,2022/03/12/01
5f6f6207bc7eda0001fc820b,2022/01/13/13,2022/02/28/13
5f0560b5dfba8600012efbe5,2021/12/05/02,2022/01/20/02
5df01b0645a3bb0001ffef77,2022/01/09/21,2022/02/24/21
5eeb72ebfca359000120044d,2022/01/23/04,2022/03/10/04
5f6f6207bc7eda0001fc8213,2022/01/27/05,2022/03/14/05
5b7d7c542fc820000149bb5d,2022/01/26/11,2022/03/13/11
5f6b7d5474c5390001b3a574,2022/01/07/09,2022/02/22/09
5f16a881ecca5100012dad2f,2021/12/05/18,2022/01/20/18
5ee001cf94e34e0001271c56,2022/02/12/01,2022/03/30/01
5d851a9d362a9e000103011d,2021/12/24/10,2022/02/08/10
5e39ea3ed4553c000109dd49,2022/01/17/11,2022/03/04/11
5cd1567f16075400015df584,2022/02/12/16,2022/03/30/16
6036c140a6cd500001e13e71,2021/12/11/04,2022/01/26/04
5f6b52eb33c68800014f39c7,2022/01/23/23,2022/03/10/23
5de58029b75b7b0001f1b3e8,2021/11/17/21,2022/01/02/21
5f16a9aeecca5100012daf80,2021/12/15/02,2022/01/30/02
5f54f215d8ef2c0001830cef,2021/12/25/02,2022/02/09/02
5d83c5d6362a9e0001027688,2021/12/10/20,2022/01/25/20
5fe216d286e8ea000109b62c,2021/11/20/13,2022/01/05/13
5f0b0ad1f8e2e00001e0ec6b,2022/01/03/13,2022/02/18/13
5fda3a4c2143de0001c96902,2021/12/17/00,2022/02/01/00
5f57b56f2a08ae0001f9ac5f,2022/02/06/15,2022/03/24/15
5ba2a2ea4166b60001dc33c4,2021/11/19/08,2022/01/04/08
5fc852ff6899180001913372,2021/12/31/18,2022/02/15/18
5ea358cbabc79c0001d31e54,2022/02/05/23,2022/03/23/23
5c192f588c236b0001881e5e,2021/12/01/10,2022/01/16/10
5f272e8186c85b000169f363,2021/11/23/19,2022/01/08/19
5f3c25c94ccf080001beffcd,2021/12/02/17,2022/01/17/17
5d74ee9c550b33000173c54f,2022/01/15/05,2022/03/02/05
5eeb60c9ac230e00012794e8,2022/01/28/15,2022/03/15/15
5f219beaa0d2fb00016fe4df,2021/11/17/05,2022/01/02/05
5db1debd0cc2d8000152929a,2021/12/27/17,2022/02/11/17
5f32b6924600950001f7b193,2021/12/20/18,2022/02/04/18
5f3df7fb0f89b60001ec6798,2021/11/23/02,2022/01/08/02
5f54ff9d754602000175a9e8,2021/12/09/09,2022/01/24/09
5e5d0dc66b4d3d0001a03c60,2022/01/05/01,2022/02/20/01
5fb0d87ca47db9000177d2f3,2021/12/03/10,2022/01/18/10
5fd0c82838555b0001e5665a,2022/02/08/12,2022/03/26/12
5f349eecbff9a5000106e067,2021/12/02/00,2022/01/17/00
603389d891acc60001485bae,2022/01/19/10,2022/03/06/10
5fa01fd9ce12ea0001167220,2021/12/06/23,2022/01/21/23
5f21991986c85b0001650bd3,2022/01/21/03,2022/03/08/03
5f8dc521a64a7b0001521b97,2022/01/18/04,2022/03/05/04
6047ae45e6ddcb0001251673,2021/12/01/17,2022/01/16/17
5f6e35a92eb77000014771f0,2022/01/26/07,2022/03/13/07
5fa01955cddefa000153c1b1,2022/01/10/06,2022/02/25/06
5c473be5a81e6a000161f09c,2021/12/02/07,2022/01/17/07
5ee3c8236480f20001d03e23,2022/01/10/15,2022/02/25/15
5f871b82789ec300012555e4,2021/12/01/23,2022/01/16/23
5f3295764600950001f793e4,2021/12/22/14,2022/02/06/14
5f316f11bff9a500010414c8,2022/01/31/17,2022/03/18/17
5f13fab6ab44ba0001306841,2022/01/29/17,2022/03/16/17
603d5b720f61920001b839ed,2021/11/23/20,2022/01/08/20
5c9a0e05269fde0001a0c836,2022/01/27/12,2022/03/14/12
5fa97566a47db900016fa204,2021/12/04/21,2022/01/19/21
5c1e4ebcc04d65000106929a,2022/01/26/22,2022/03/13/22
5f763562b89f210001d7a63a,2022/02/05/21,2022/03/23/21
5e8f60d88018a4000161b39f,2022/02/12/07,2022/03/30/07
5cf964c8fbd98d0001b975dc,2022/01/28/10,2022/03/15/10
5fa01fd9ce12ea0001167231,2022/01/19/05,2022/03/06/05
5f54da2075460200017586ad,2022/01/03/07,2022/02/18/07
5c895954e53502000158ca12,2021/12/28/01,2022/02/12/01
5ec044208aede1000190a8a8,2021/11/27/18,2022/01/12/18
603032dc2b32e20001958c3d,2022/01/29/23,2022/03/16/23
5f54d9cf7546020001758636,2022/02/14/05,2022/04/01/05
5ee3cafeefc6dc000178c0d7,2021/11/30/05,2022/01/15/05
5ccb2b2c16075400015ba994,2022/01/16/00,2022/03/03/00
60380a54e9c9af0001369bef,2022/01/31/18,2022/03/18/18
5f3befb390f1570001102a07,2021/11/17/04,2022/01/02/04
5f16aaa0ecca5100012db07f,2022/01/18/03,2022/03/05/03
5ae1721aa6682000014caa7f,2021/12/29/02,2022/02/13/02
5ae1721aa6682000014caa8c,2021/12/22/06,2022/02/06/06
5e1639931d33b30001fec514,2022/01/01/04,2022/02/16/04
5f0560c9f684b00001baf1e0,2021/12/01/02,2022/01/16/02
5e1f386684730d0001679ceb,2021/12/11/12,2022/01/26/12
5db04d4b0cc2d8000151ce18,2021/12/31/15,2022/02/15/15
5ef64ad7b987aa0001145837,2022/01/03/11,2022/02/18/11
5c47821b43d3e1000145c290,2022/01/05/22,2022/02/20/22
5e14b40284165f0001972dd6,2022/02/05/05,2022/03/23/05
5ec043518aede1000190a7cf,2022/02/05/10,2022/03/23/10
5f16d05fecca5100012dd560,2022/02/08/11,2022/03/26/11
5e8f47c6ff20020001ebd8bb,2021/11/26/12,2022/01/11/12
5ef6417de1c0e90001ebf10e,2021/11/21/06,2022/01/06/06
5ba2cea6c04bf50001e97043,2022/01/30/00,2022/03/17/00
5f16d723ab44ba000132f78c,2022/01/07/14,2022/02/22/14
5f16cfdcecca5100012dd52b,2021/12/07/19,2022/01/22/19
5d308058659bd20001eb551e,2022/02/08/04,2022/03/26/04
5f273cfe86c85b000169ff04,2021/12/10/21,2022/01/25/21
5f4b591d008c8a00010a9a1b,2022/01/11/03,2022/02/26/03
5fa976c8a47db900016fa347,2021/12/07/23,2022/01/22/23
5eb5aab9a9a5660001b3c413,2021/11/20/22,2022/01/05/22
5de6d973b75b7b0001f25b0a,2021/12/23/23,2022/02/07/23
5eeb6cddfca359000120013a,2022/01/27/04,2022/03/14/04
5fa2c36ced7e450001ed14c4,2022/01/09/07,2022/02/24/07
5f27a10486c85b00016a559a,2022/01/16/10,2022/03/03/10
5de7d607e49f1a000137c62c,2022/01/21/23,2022/03/08/23
60338e9f91acc600014867ec,2022/01/13/05,2022/02/28/05
5f54eaead8ef2c0001830877,2021/12/25/03,2022/02/09/03
5fa98554a47db900016fb48f,2022/02/09/13,2022/03/27/13
5eb5aab9a9a5660001b3c413,2021/12/14/08,2022/01/29/08
5f17eef039772b0001d4d57c,2022/01/27/10,2022/03/14/10
604a3300e3b1d70001558606,2021/12/05/05,2022/01/20/05
5eea65d3b0f53300018f52ec,2021/12/19/16,2022/02/03/16
5f5281f7f3b4d400014c1c4d,2021/12/18/20,2022/02/02/20
6010404cdb982b0001fdb009,2021/12/29/14,2022/02/13/14
5f13fb63ecca5100012b40fd,2021/12/25/12,2022/02/09/12
5ede0f0fd624f40001c1d59d,2022/01/10/10,2022/02/25/10
5c4630dda81e6a000161ad33,2022/01/27/15,2022/03/14/15
5e1e4664b982c9000135093d,2022/02/12/09,2022/03/30/09
5ec43797abe32f00012338a2,2021/11/22/05,2022/01/07/05
5f54ddc27546020001758bfe,2021/11/20/10,2022/01/05/10
5e3a0202d4553c000109e88d,2021/11/28/14,2022/01/13/14
60109411db982b0001fdf758,2021/11/28/22,2022/01/13/22
60818f4be481630001f28834,2021/11/21/14,2022/01/06/14
5f3befb390f1570001102a24,2021/12/16/03,2022/01/31/03
5f54eaac75460200017599dd,2022/01/14/15,2022/03/01/15
5c425d57a81e6a000160b4c3,2021/12/22/21,2022/02/06/21
5af46132e38ff10001bbc10f,2021/12/20/01,2022/02/04/01
5ee3cedbefc6dc000178c3a2,2021/11/29/04,2022/01/14/04
5e4c1bf4fcbaad0001745178,2021/12/19/19,2022/02/03/19
5eeb4e3eb0f53300018fd5e7,2021/11/20/18,2022/01/05/18
5c9a07b1c09098000151220b,2021/12/05/21,2022/01/20/21
5ef64af9e1c0e90001ebf6e3,2021/12/04/15,2022/01/19/15
5eeb7283af6ac1000197455f,2022/01/30/14,2022/03/17/14
5b2a7748cfd1f40001f28ae8,2021/12/20/11,2022/02/04/11
5f7b77517235ce00012e0921,2022/01/22/08,2022/03/09/08
5cd067a116075400015d9d44,2022/02/13/04,2022/03/31/04
5c895954e53502000158ca12,2022/02/07/03,2022/03/25/03
5fa01fd9ce12ea0001167233,2021/11/22/09,2022/01/07/09
60a297b31745b000019c6d80,2022/01/16/23,2022/03/03/23
5f3df7fb0f89b60001ec6797,2022/01/18/12,2022/03/05/12
605a571a1b7b4a00019a51d9,2021/12/22/15,2022/02/06/15
5fbcfccc1b16be00012907aa,2021/12/04/03,2022/01/19/03
5ec043d148d3960001d86127,2022/01/25/17,2022/03/12/17
5d8726eccb147a0001028c9f,2021/11/21/00,2022/01/06/00
5cc809c452ff16000159beac,2022/01/12/00,2022/02/27/00
5f3aabc04ccf0800019a3a68,2021/12/24/00,2022/02/08/00
5f3befb390f1570001102a1b,2021/12/25/05,2022/02/09/05
5c86c34be53502000157fade,2022/01/17/09,2022/03/04/09
5de548f48afe10000101bdbd,2022/02/12/07,2022/03/30/07
5eeb6ed3ac230e0001279d40,2022/01/28/20,2022/03/15/20
5f3befb390f1570001102a12,2021/12/03/23,2022/01/18/23
5cd1d9de011b5000011f8c56,2022/01/24/17,2022/03/11/17
5ae1721aa6682000014caa8d,2021/12/02/04,2022/01/17/04
5c922821e5350200015bacdf,2021/11/30/14,2022/01/15/14
5ea6cb80972dfb0001171a56,2021/12/26/20,2022/02/10/20
5f16d7adab44ba000132f9ef,2021/12/07/16,2022/01/22/16
5de82d388bb6590001bbdddd,2022/01/10/18,2022/02/25/18
5e5d108cc7847d0001bcc6f4,2022/02/05/17,2022/03/23/17
5f776883afdb3c0001bc371a,2021/11/19/19,2022/01/04/19
5f13fb15ecca5100012b409e,2022/02/09/08,2022/03/27/08
5f17fba338d5f80001cab744,2022/02/10/17,2022/03/28/17
6033928691acc60001486b5b,2022/01/06/07,2022/02/21/07
604a3300e3b1d70001558609,2021/12/01/21,2022/01/16/21
5eeb60ecac230e000127950b,2022/02/12/12,2022/03/30/12
5f32ed5f4600950001f7ea5d,2022/01/04/20,2022/02/19/20
5d66a4dcf6c19b0001393a08,2022/02/14/20,2022/04/01/20
5fc6b576689918000149eac8,2021/12/16/23,2022/01/31/23
5e5d1243c7847d0001bcc768,2022/02/01/16,2022/03/19/16
5fa2cc43ed7e450001ed1f68,2021/12/16/23,2022/01/31/23
603d5b720f61920001b839f1,2021/12/25/11,2022/02/09/11
5fa80fb4ff2b11000116d177,2022/01/05/14,2022/02/20/14
5f16b1eeab44ba000132d672,2021/12/13/16,2022/01/28/16
5ec0451b12b049000159d450,2022/01/09/20,2022/02/24/20
5f3714f9a829e5000116be5d,2022/01/01/02,2022/02/16/02
5f056526f684b00001baf3df,2022/02/01/08,2022/03/19/08
5f1400afecca5100012b44b1,2022/02/07/10,2022/03/25/10
5f279837a0d2fb000175830e,2021/12/01/20,2022/01/16/20
5e3ad4c9ccad5d000112f58c,2021/12/04/05,2022/01/19/05
5f8759ed789ec30001259f7a,2022/01/20/16,2022/03/07/16
5fad1937a47db9000174751b,2022/01/28/06,2022/03/15/06
5d74f2b4652ea700015de320,2021/12/15/18,2022/01/30/18
5c21044dc04d650001074c75,2022/01/04/15,2022/02/19/15
5ceec378b9394100013f5da2,2022/02/07/12,2022/03/25/12
5de58018b75b7b0001f1b3e1,2022/01/09/15,2022/02/24/15
5f13fa7dab44ba0001306833,2021/12/11/17,2022/01/26/17
5d3083cf2518cc000179696e,2022/01/30/19,2022/03/17/19
5cf9be6aebe5fb0001dc34cc,2021/11/27/16,2022/01/12/16
5f16a9bcab44ba000132cd55,2022/01/08/18,2022/02/23/18
5d5db97ff2b5530001dac085,2021/11/27/12,2022/01/12/12
5ee2544eefc6dc000177e2d7,2022/02/07/09,2022/03/25/09
5ec346ff9fd05f00012b48d1,2022/01/08/11,2022/02/23/11
5f43990ed1f9a10001796607,2022/01/28/18,2022/03/15/18
5f219d04a0d2fb00016fe576,2022/01/21/09,2022/03/08/09
5db1220ac17f7d00013f4742,2021/12/27/13,2022/02/11/13
5d6584d51e680b0001385a15,2021/12/24/10,2022/02/08/10
5c192b828c236b0001881e05,2021/12/31/13,2022/02/15/13
5e67dafaca7da100012e9075,2021/12/11/12,2022/01/26/12
5de81fc8e49f1a000137edde,2022/01/31/09,2022/03/18/09
5ec0420348d3960001d86085,2022/01/04/17,2022/02/19/17
5f54f0657546020001759d8d,2021/12/01/11,2022/01/16/11
5f54db6c75460200017588c0,2021/12/30/05,2022/02/14/05
5c192b828c236b0001881e05,2021/12/18/19,2022/02/02/19
5fd39ff263c9b60001bca41e,2022/02/12/15,2022/03/30/15
6018457cda81760001ecfee3,2022/01/30/02,2022/03/17/02
5e4ed92eb400680001691957,2021/11/25/03,2022/01/10/03
5ced5ba7ee3cdc0001753536,2021/12/10/09,2022/01/25/09
5f7b77517235ce00012e0939,2022/01/18/12,2022/03/05/12
5c891e385035b2000182f505,2022/01/19/19,2022/03/06/19
5fa98739e347b700012a9fd5,2021/12/20/02,2022/02/04/02
5e39eb93d4553c000109de08,2021/11/27/23,2022/01/12/23
5f2983bc05174f000119c6cb,2021/12/06/01,2022/01/21/01
5f31679ebff9a50001040bf4,2021/11/22/03,2022/01/07/03
5f4fb43ab22384000183796c,2022/01/20/20,2022/03/07/20
5e2e2b149a00c500011cd760,2021/11/22/02,2022/01/07/02
5f3df7fb0f89b60001ec679a,2021/12/06/14,2022/01/21/14
5f6e4111a6ccb60001ad88f1,2021/11/25/17,2022/01/10/17
5e8f60a3fdcbe50001049c7f,2021/12/03/02,2022/01/18/02
5f68754a1ab3580001759379,2021/11/22/08,2022/01/07/08
5ba3bdad4166b60001dc5804,2022/01/25/05,2022/03/12/05
